LogId,BlockId,Timestamp,Level,Server,Component,PID,Message,FullLog,RootCause,Label
LOG0010606,blk_911614767,2024-01-01 14:43:46,INFO,db-primary,cron,57700,Scheduled job completed,2024-01-01 14:43:46 INFO [db-primary] cron[57700]: Scheduled job completed,Normal,0
LOG0010607,blk_554287382,2024-01-01 14:43:52,INFO,web-02,nginx,53158,Database query executed in 12ms,2024-01-01 14:43:52 INFO [web-02] nginx[53158]: Database query executed in 12ms,Normal,0
LOG0010608,blk_506309885,2024-01-01 14:43:59,INFO,server-01,kernel,8685,User login successful,2024-01-01 14:43:59 INFO [server-01] kernel[8685]: User login successful,Normal,0
LOG0010609,blk_816768677,2024-01-01 14:44:01,WARN,db-replica,network-manager,32127,Scheduled job completed,2024-01-01 14:44:01 WARN [db-replica] network-manager[32127]: Scheduled job completed,Normal,0
LOG0010610,blk_921714628,2024-01-01 14:44:05,INFO,web-01,kernel,43105,Cache refresh completed,2024-01-01 14:44:05 INFO [web-01] kernel[43105]: Cache refresh completed,Normal,0
LOG0010611,blk_786647451,2024-01-01 14:44:14,INFO,web-01,kernel,61983,Database query executed in 12ms,2024-01-01 14:44:14 INFO [web-01] kernel[61983]: Database query executed in 12ms,Normal,0
LOG0010612,blk_689673550,2024-01-01 14:44:15,DEBUG,db-primary,nginx,15821,Memory usage normal 45 percent,2024-01-01 14:44:15 DEBUG [db-primary] nginx[15821]: Memory usage normal 45 percent,Normal,0
LOG0010613,blk_950928875,2024-01-01 14:44:24,INFO,server-02,java-app,47021,Network throughput normal,2024-01-01 14:44:24 INFO [server-02] java-app[47021]: Network throughput normal,Normal,0
LOG0010614,blk_623422292,2024-01-01 14:44:28,DEBUG,cache-01,kernel,29392,API request processed 200 OK,2024-01-01 14:44:28 DEBUG [cache-01] kernel[29392]: API request processed 200 OK,Normal,0
LOG0010615,blk_885454462,2024-01-01 14:44:30,DEBUG,server-02,cron,56646,API request processed 200 OK,2024-01-01 14:44:30 DEBUG [server-02] cron[56646]: API request processed 200 OK,Normal,0
LOG0010616,blk_256299284,2024-01-01 14:44:38,DEBUG,db-replica,java-app,52572,API request processed 200 OK,2024-01-01 14:44:38 DEBUG [db-replica] java-app[52572]: API request processed 200 OK,Normal,0
LOG0010617,blk_643364264,2024-01-01 14:44:43,INFO,server-02,network-manager,64979,API request processed 200 OK,2024-01-01 14:44:43 INFO [server-02] network-manager[64979]: API request processed 200 OK,Normal,0
LOG0010618,blk_146751410,2024-01-01 14:44:48,INFO,app-server,systemd,13978,Network throughput normal,2024-01-01 14:44:48 INFO [app-server] systemd[13978]: Network throughput normal,Normal,0
LOG0010619,blk_115799040,2024-01-01 14:44:53,WARN,db-primary,mysqld,32867,API request processed 200 OK,2024-01-01 14:44:53 WARN [db-primary] mysqld[32867]: API request processed 200 OK,Normal,0
LOG0010620,blk_550157786,2024-01-01 14:44:59,WARN,db-replica,nginx,57874,Scheduled job completed,2024-01-01 14:44:59 WARN [db-replica] nginx[57874]: Scheduled job completed,Normal,0
LOG0010621,blk_683963070,2024-01-01 14:45:04,INFO,cache-01,network-manager,37521,Scheduled job completed,2024-01-01 14:45:04 INFO [cache-01] network-manager[37521]: Scheduled job completed,Normal,0
LOG0010622,blk_487494940,2024-01-01 14:45:09,WARN,app-server,systemd,30131,Memory usage normal 45 percent,2024-01-01 14:45:09 WARN [app-server] systemd[30131]: Memory usage normal 45 percent,Normal,0
LOG0010623,blk_712799517,2024-01-01 14:45:11,INFO,server-01,nginx,52252,Config reload successful,2024-01-01 14:45:11 INFO [server-01] nginx[52252]: Config reload successful,Normal,0
LOG0010624,blk_591586740,2024-01-01 14:45:18,INFO,db-primary,sshd,40421,Config reload successful,2024-01-01 14:45:18 INFO [db-primary] sshd[40421]: Config reload successful,Normal,0
LOG0010625,blk_414489057,2024-01-01 14:45:24,INFO,server-01,cron,32490,Backup completed successfully,2024-01-01 14:45:24 INFO [server-01] cron[32490]: Backup completed successfully,Normal,0
LOG0010626,blk_765924991,2024-01-01 14:45:25,INFO,server-02,nginx,65089,Health check OK all services running,2024-01-01 14:45:25 INFO [server-02] nginx[65089]: Health check OK all services running,Normal,0
LOG0010627,blk_928338391,2024-01-01 14:45:30,INFO,db-primary,sshd,37584,Memory usage normal 45 percent,2024-01-01 14:45:30 INFO [db-primary] sshd[37584]: Memory usage normal 45 percent,Normal,0
LOG0010628,blk_356397026,2024-01-01 14:45:38,WARN,db-replica,cron,41192,Scheduled job completed,2024-01-01 14:45:38 WARN [db-replica] cron[41192]: Scheduled job completed,Normal,0
LOG0010629,blk_601136537,2024-01-01 14:45:42,INFO,app-server,mysqld,6144,Health check OK all services running,2024-01-01 14:45:42 INFO [app-server] mysqld[6144]: Health check OK all services running,Normal,0
LOG0010630,blk_158963761,2024-01-01 14:45:47,INFO,db-primary,java-app,33842,API request processed 200 OK,2024-01-01 14:45:47 INFO [db-primary] java-app[33842]: API request processed 200 OK,Normal,0
LOG0010631,blk_592786155,2024-01-01 14:45:51,INFO,cache-01,java-app,29222,Cache refresh completed,2024-01-01 14:45:51 INFO [cache-01] java-app[29222]: Cache refresh completed,Normal,0
LOG0010632,blk_552470882,2024-01-01 14:45:59,INFO,server-01,nginx,64222,Cache refresh completed,2024-01-01 14:45:59 INFO [server-01] nginx[64222]: Cache refresh completed,Normal,0
LOG0010633,blk_498971893,2024-01-01 14:46:04,WARN,cache-01,mysqld,57142,Memory usage normal 45 percent,2024-01-01 14:46:04 WARN [cache-01] mysqld[57142]: Memory usage normal 45 percent,Normal,0
LOG0010634,blk_807202454,2024-01-01 14:46:09,INFO,cache-01,nginx,21651,Config reload successful,2024-01-01 14:46:09 INFO [cache-01] nginx[21651]: Config reload successful,Normal,0
LOG0010635,blk_455713513,2024-01-01 14:46:10,ERROR,db-primary,java-app,11128,Memory usage exceeded 95 percent,2024-01-01 14:46:10 ERROR [db-primary] java-app[11128]: Memory usage exceeded 95 percent,Memory Overflow,1
LOG0010636,blk_371295936,2024-01-01 14:46:15,INFO,db-replica,mysqld,28322,User login successful,2024-01-01 14:46:15 INFO [db-replica] mysqld[28322]: User login successful,Normal,0
LOG0010637,blk_130611753,2024-01-01 14:46:20,DEBUG,web-02,cron,6082,Cache refresh completed,2024-01-01 14:46:20 DEBUG [web-02] cron[6082]: Cache refresh completed,Normal,0
LOG0010638,blk_913305961,2024-01-01 14:46:29,DEBUG,server-02,systemd,25281,Config reload successful,2024-01-01 14:46:29 DEBUG [server-02] systemd[25281]: Config reload successful,Normal,0
LOG0010639,blk_106481544,2024-01-01 14:46:30,INFO,app-server,network-manager,21567,Backup completed successfully,2024-01-01 14:46:30 INFO [app-server] network-manager[21567]: Backup completed successfully,Normal,0
LOG0010640,blk_906387071,2024-01-01 14:46:36,DEBUG,db-primary,java-app,61206,Network throughput normal,2024-01-01 14:46:36 DEBUG [db-primary] java-app[61206]: Network throughput normal,Normal,0
LOG0010641,blk_961973545,2024-01-01 14:46:44,INFO,db-replica,java-app,49029,Scheduled job completed,2024-01-01 14:46:44 INFO [db-replica] java-app[49029]: Scheduled job completed,Normal,0
LOG0010642,blk_121874318,2024-01-01 14:46:46,DEBUG,db-primary,mysqld,48058,Health check OK all services running,2024-01-01 14:46:46 DEBUG [db-primary] mysqld[48058]: Health check OK all services running,Normal,0
LOG0010643,blk_749103976,2024-01-01 14:46:53,INFO,db-primary,java-app,23740,Memory usage normal 45 percent,2024-01-01 14:46:53 INFO [db-primary] java-app[23740]: Memory usage normal 45 percent,Normal,0
LOG0010644,blk_676428326,2024-01-01 14:46:58,DEBUG,web-01,cron,7519,User login successful,2024-01-01 14:46:58 DEBUG [web-01] cron[7519]: User login successful,Normal,0
LOG0010645,blk_880050157,2024-01-01 14:47:04,WARN,server-01,mysqld,26317,API request processed 200 OK,2024-01-01 14:47:04 WARN [server-01] mysqld[26317]: API request processed 200 OK,Normal,0
LOG0010646,blk_605637457,2024-01-01 14:47:06,ERROR,web-02,java-app,19760,Thread pool exhausted all workers busy,2024-01-01 14:47:06 ERROR [web-02] java-app[19760]: Thread pool exhausted all workers busy,Application Crash,1
LOG0010647,blk_529505572,2024-01-01 14:47:12,INFO,db-replica,nginx,29802,Network throughput normal,2024-01-01 14:47:12 INFO [db-replica] nginx[29802]: Network throughput normal,Normal,0
LOG0010648,blk_880581326,2024-01-01 14:47:15,INFO,cache-01,cron,1458,Config reload successful,2024-01-01 14:47:15 INFO [cache-01] cron[1458]: Config reload successful,Normal,0
LOG0010649,blk_325087563,2024-01-01 14:47:23,ERROR,db-primary,nginx,59126,Service health check failed 3 times,2024-01-01 14:47:23 ERROR [db-primary] nginx[59126]: Service health check failed 3 times,Application Crash,1
LOG0010650,blk_381110915,2024-01-01 14:47:28,ERROR,server-02,network-manager,61930,DDoS attack high traffic volume,2024-01-01 14:47:28 ERROR [server-02] network-manager[61930]: DDoS attack high traffic volume,Security Attack,1
LOG0010651,blk_205575788,2024-01-01 14:47:33,INFO,cache-01,nginx,25650,API request processed 200 OK,2024-01-01 14:47:33 INFO [cache-01] nginx[25650]: API request processed 200 OK,Normal,0
LOG0010652,blk_235123988,2024-01-01 14:47:39,DEBUG,db-replica,nginx,53847,Scheduled job completed,2024-01-01 14:47:39 DEBUG [db-replica] nginx[53847]: Scheduled job completed,Normal,0
LOG0010653,blk_569098785,2024-01-01 14:47:43,INFO,app-server,nginx,59464,Backup completed successfully,2024-01-01 14:47:43 INFO [app-server] nginx[59464]: Backup completed successfully,Normal,0
LOG0010654,blk_883734926,2024-01-01 14:47:48,INFO,app-server,network-manager,44951,Memory usage normal 45 percent,2024-01-01 14:47:48 INFO [app-server] network-manager[44951]: Memory usage normal 45 percent,Normal,0
LOG0010655,blk_227918232,2024-01-01 14:47:53,INFO,server-01,nginx,24414,Health check OK all services running,2024-01-01 14:47:53 INFO [server-01] nginx[24414]: Health check OK all services running,Normal,0
LOG0010656,blk_880544872,2024-01-01 14:47:56,INFO,web-01,java-app,13311,Backup completed successfully,2024-01-01 14:47:56 INFO [web-01] java-app[13311]: Backup completed successfully,Normal,0
LOG0010657,blk_500517492,2024-01-01 14:48:01,INFO,server-01,nginx,43999,Backup completed successfully,2024-01-01 14:48:01 INFO [server-01] nginx[43999]: Backup completed successfully,Normal,0
LOG0010658,blk_752709733,2024-01-01 14:48:08,WARN,server-01,cron,5525,Memory usage normal 45 percent,2024-01-01 14:48:08 WARN [server-01] cron[5525]: Memory usage normal 45 percent,Normal,0
LOG0010659,blk_875649752,2024-01-01 14:48:10,WARN,cache-01,kernel,59004,Scheduled job completed,2024-01-01 14:48:10 WARN [cache-01] kernel[59004]: Scheduled job completed,Normal,0
LOG0010660,blk_919392767,2024-01-01 14:48:16,INFO,db-primary,mysqld,64910,API request processed 200 OK,2024-01-01 14:48:16 INFO [db-primary] mysqld[64910]: API request processed 200 OK,Normal,0
LOG0010661,blk_801483613,2024-01-01 14:48:21,INFO,app-server,nginx,40693,Memory usage normal 45 percent,2024-01-01 14:48:21 INFO [app-server] nginx[40693]: Memory usage normal 45 percent,Normal,0
LOG0010662,blk_106637302,2024-01-01 14:48:29,WARN,web-02,nginx,3729,Config reload successful,2024-01-01 14:48:29 WARN [web-02] nginx[3729]: Config reload successful,Normal,0
LOG0010663,blk_767587791,2024-01-01 14:48:30,WARN,db-primary,sshd,27621,Backup completed successfully,2024-01-01 14:48:30 WARN [db-primary] sshd[27621]: Backup completed successfully,Normal,0
LOG0010664,blk_714877897,2024-01-01 14:48:36,DEBUG,app-server,java-app,6727,Backup completed successfully,2024-01-01 14:48:36 DEBUG [app-server] java-app[6727]: Backup completed successfully,Normal,0
LOG0010665,blk_420123112,2024-01-01 14:48:40,INFO,cache-01,systemd,4651,API request processed 200 OK,2024-01-01 14:48:40 INFO [cache-01] systemd[4651]: API request processed 200 OK,Normal,0
LOG0010666,blk_924051229,2024-01-01 14:48:48,INFO,db-primary,network-manager,44745,User login successful,2024-01-01 14:48:48 INFO [db-primary] network-manager[44745]: User login successful,Normal,0
LOG0010667,blk_250724416,2024-01-01 14:48:54,INFO,web-02,kernel,29771,User login successful,2024-01-01 14:48:54 INFO [web-02] kernel[29771]: User login successful,Normal,0
LOG0010668,blk_538825192,2024-01-01 14:48:55,INFO,server-02,cron,42458,Cache refresh completed,2024-01-01 14:48:55 INFO [server-02] cron[42458]: Cache refresh completed,Normal,0
LOG0010669,blk_419991594,2024-01-01 14:49:01,INFO,app-server,kernel,6800,User login successful,2024-01-01 14:49:01 INFO [app-server] kernel[6800]: User login successful,Normal,0
LOG0010670,blk_282585615,2024-01-01 14:49:05,ERROR,app-server,cron,46493,OutOfMemoryError Java heap space,2024-01-01 14:49:05 ERROR [app-server] cron[46493]: OutOfMemoryError Java heap space,Memory Overflow,1
LOG0010671,blk_161229730,2024-01-01 14:49:12,WARN,db-primary,java-app,6861,Health check OK all services running,2024-01-01 14:49:12 WARN [db-primary] java-app[6861]: Health check OK all services running,Normal,0
LOG0010672,blk_301925801,2024-01-01 14:49:15,ERROR,server-01,systemd,33955,Process killed memory limit reached,2024-01-01 14:49:15 ERROR [server-01] systemd[33955]: Process killed memory limit reached,Memory Overflow,1
LOG0010673,blk_586016097,2024-01-01 14:49:22,INFO,db-replica,cron,63828,API request processed 200 OK,2024-01-01 14:49:22 INFO [db-replica] cron[63828]: API request processed 200 OK,Normal,0
LOG0010674,blk_333860775,2024-01-01 14:49:25,WARN,web-01,mysqld,39650,Memory usage normal 45 percent,2024-01-01 14:49:25 WARN [web-01] mysqld[39650]: Memory usage normal 45 percent,Normal,0
LOG0010675,blk_689928519,2024-01-01 14:49:34,WARN,web-02,cron,7478,Network throughput normal,2024-01-01 14:49:34 WARN [web-02] cron[7478]: Network throughput normal,Normal,0
LOG0010676,blk_530424352,2024-01-01 14:49:36,DEBUG,app-server,sshd,7910,Scheduled job completed,2024-01-01 14:49:36 DEBUG [app-server] sshd[7910]: Scheduled job completed,Normal,0
LOG0010677,blk_673829915,2024-01-01 14:49:40,INFO,server-01,kernel,48192,API request processed 200 OK,2024-01-01 14:49:40 INFO [server-01] kernel[48192]: API request processed 200 OK,Normal,0
LOG0010678,blk_912007936,2024-01-01 14:49:48,INFO,app-server,systemd,57678,API request processed 200 OK,2024-01-01 14:49:48 INFO [app-server] systemd[57678]: API request processed 200 OK,Normal,0
LOG0010679,blk_580370045,2024-01-01 14:49:54,INFO,server-02,java-app,54987,Config reload successful,2024-01-01 14:49:54 INFO [server-02] java-app[54987]: Config reload successful,Normal,0
LOG0010680,blk_355058237,2024-01-01 14:49:58,INFO,web-01,systemd,60057,Network throughput normal,2024-01-01 14:49:58 INFO [web-01] systemd[60057]: Network throughput normal,Normal,0
LOG0010681,blk_331432172,2024-01-01 14:50:01,ERROR,web-01,nginx,59497,Connection timeout to 192.168.1.1,2024-01-01 14:50:01 ERROR [web-01] nginx[59497]: Connection timeout to 192.168.1.1,Network Issue,1
LOG0010682,blk_216526661,2024-01-01 14:50:09,ERROR,app-server,kernel,35123,Disk timeout after 30 seconds,2024-01-01 14:50:09 ERROR [app-server] kernel[35123]: Disk timeout after 30 seconds,Disk Failure,1
LOG0010683,blk_660573666,2024-01-01 14:50:11,INFO,server-02,mysqld,65455,Config reload successful,2024-01-01 14:50:11 INFO [server-02] mysqld[65455]: Config reload successful,Normal,0
LOG0010684,blk_917778288,2024-01-01 14:50:15,DEBUG,app-server,cron,43899,Backup completed successfully,2024-01-01 14:50:15 DEBUG [app-server] cron[43899]: Backup completed successfully,Normal,0
LOG0010685,blk_333470778,2024-01-01 14:50:21,DEBUG,db-replica,kernel,48286,Backup completed successfully,2024-01-01 14:50:21 DEBUG [db-replica] kernel[48286]: Backup completed successfully,Normal,0
LOG0010686,blk_688606140,2024-01-01 14:50:28,WARN,web-02,sshd,62200,Scheduled job completed,2024-01-01 14:50:28 WARN [web-02] sshd[62200]: Scheduled job completed,Normal,0
LOG0010687,blk_602762552,2024-01-01 14:50:31,INFO,db-replica,cron,48682,Database query executed in 12ms,2024-01-01 14:50:31 INFO [db-replica] cron[48682]: Database query executed in 12ms,Normal,0
LOG0010688,blk_732252349,2024-01-01 14:50:35,INFO,db-primary,nginx,53514,Network throughput normal,2024-01-01 14:50:35 INFO [db-primary] nginx[53514]: Network throughput normal,Normal,0
LOG0010689,blk_928798515,2024-01-01 14:50:40,ERROR,server-01,sshd,62618,NullPointerException in UserService,2024-01-01 14:50:40 ERROR [server-01] sshd[62618]: NullPointerException in UserService,Application Crash,1
LOG0010690,blk_765680422,2024-01-01 14:50:47,ERROR,app-server,nginx,62482,Bad sector detected at block 4096,2024-01-01 14:50:47 ERROR [app-server] nginx[62482]: Bad sector detected at block 4096,Disk Failure,1
LOG0010691,blk_279309367,2024-01-01 14:50:54,INFO,app-server,sshd,35582,Cache refresh completed,2024-01-01 14:50:54 INFO [app-server] sshd[35582]: Cache refresh completed,Normal,0
LOG0010692,blk_787603803,2024-01-01 14:50:59,WARN,app-server,nginx,20842,Backup completed successfully,2024-01-01 14:50:59 WARN [app-server] nginx[20842]: Backup completed successfully,Normal,0
LOG0010693,blk_496691321,2024-01-01 14:51:02,DEBUG,server-02,mysqld,23318,Network throughput normal,2024-01-01 14:51:02 DEBUG [server-02] mysqld[23318]: Network throughput normal,Normal,0
LOG0010694,blk_829599211,2024-01-01 14:51:06,DEBUG,app-server,nginx,38168,Cache refresh completed,2024-01-01 14:51:06 DEBUG [app-server] nginx[38168]: Cache refresh completed,Normal,0
LOG0010695,blk_406261382,2024-01-01 14:51:10,INFO,server-01,systemd,48966,Network throughput normal,2024-01-01 14:51:10 INFO [server-01] systemd[48966]: Network throughput normal,Normal,0
LOG0010696,blk_680360207,2024-01-01 14:51:19,ERROR,db-primary,network-manager,18645,SQL injection pattern detected,2024-01-01 14:51:19 ERROR [db-primary] network-manager[18645]: SQL injection pattern detected,Security Attack,1
LOG0010697,blk_286708588,2024-01-01 14:51:24,WARN,app-server,sshd,2161,Network throughput normal,2024-01-01 14:51:24 WARN [app-server] sshd[2161]: Network throughput normal,Normal,0
